Film Adı,Tür,FHD Puanı,IMDb Puanı,Yıl,Link
"Mermi İşlemez 2
Bulletproof 2","Aksiyon Filmleri, Komedi Filmleri",8.7,3.7,2020,https://www.fullhdfilmizlesene.life/film/mermi-islemez-2/
"Tetikçi Ajan 47
Hitman Ajan 47","Aksiyon Filmleri, Gerilim Filmleri, Macera Filmleri, Suç Filmleri",9.3,5.7,2015,https://www.fullhdfilmizlesene.life/film/tetikci-ajan-47/
Alone,"Gerilim Filmleri, Korku Filmleri",9.2,5.0,2020,https://www.fullhdfilmizlesene.life/film/alone/
"Darbe
Push","Aksiyon Filmleri, Bilim Kurgu Filmleri, Fantastik Filmler, Gerilim Filmleri, Suç Filmleri",8.7,6.1,2009,https://www.fullhdfilmizlesene.life/film/darbe/
"The Devil To Pay
Reckoning",Gerilim Filmleri,9.3,6.2,2019,https://www.fullhdfilmizlesene.life/film/the-devil-to-pay/
"Amityville Hasadı
The Amityville Harvest","Gerilim Filmleri, Korku Filmleri",7.3,2.6,2020,https://www.fullhdfilmizlesene.life/film/amityville-hasadi/
"Staten Adası’nın Kralı
The King of Staten Island","Dram Filmleri, Komedi Filmleri",7.9,7.1,2020,https://www.fullhdfilmizlesene.life/film/staten-adasi-nin-krali/
"Şikago Yedilisi'nin Yargılanması
The Trial Of The Chicago 7","Dram Filmleri, Gerilim Filmleri, Tarih Filmleri",9.1,7.7,2020,https://www.fullhdfilmizlesene.life/film/sikago-yedilisi-nin-yargilanmasi/
"Vampirler Bronx'ta
Vampires Vs. The Bronx","Komedi Filmleri, Korku Filmleri",8.5,5.7,2020,https://www.fullhdfilmizlesene.life/film/vampirler-bronx-ta/
Jason Bourne,"Aksiyon Filmleri, Gerilim Filmleri",9.3,6.6,2016,https://www.fullhdfilmizlesene.life/film/jason-bourne/
"Altın Şans
Fool's Gold","Aksiyon Filmleri, Gerilim Filmleri, Komedi Filmleri, Macera Filmleri, Romantik Filmler",9.0,5.7,2008,https://www.fullhdfilmizlesene.life/film/altin-sans/
Kolombiyalı intikam Meleği,"Aksiyon Filmleri, Blu Ray Filmler, Dram Filmleri, Gerilim Filmleri",9.2,6.4,2011,https://www.fullhdfilmizlesene.life/film/kolombiyali-intikam-melegi-2/
"Akıllı Balık
Shark School",Animasyon Filmleri,8.7,5.6,2019,https://www.fullhdfilmizlesene.life/film/akilli-balik/
"Yeşil Bölge
Green Zone","Aksiyon Filmleri, Dram Filmleri, Gerilim Filmleri, Savaş Filmleri",8.7,6.8,2010,https://www.fullhdfilmizlesene.life/film/yesil-bolge/
"Henüz Ölmedik Mi?
Are We Dead Yet?","Komedi Filmleri, Korku Filmleri, Suç Filmleri",8.0,2.8,2019,https://www.fullhdfilmizlesene.life/film/henuz-olmedik-mi/
"Kurşun Geçirmez
Crown Vic","Aksiyon Filmleri, Dram Filmleri, Gerilim Filmleri, Gizem Filmleri, Suç Filmleri",8.4,6.5,2019,https://www.fullhdfilmizlesene.life/film/kursun-gecirmez-2/
"Hayatın Kendisi
Life Itself","Dram Filmleri, Romantik Filmler",7.9,6.9,2018,https://www.fullhdfilmizlesene.life/film/hayatin-kendisi-2/
Bebek Bakıcısının Canavar Avlama Rehberi,"Aile Filmleri, Fantastik Filmler, Komedi Filmleri",9.3,5.4,2020,https://www.fullhdfilmizlesene.life/film/bebek-bakicisinin-canavar-avlama-rehberi/
"Acelesi Olan Adam
Un homme presse","Dram Filmleri, Komedi Filmleri",8.5,6.4,2018,https://www.fullhdfilmizlesene.life/film/acelesi-olan-adam/
"DC Suçları
DC Noir",Suç Filmleri,8.7,5.3,2019,https://www.fullhdfilmizlesene.life/film/dc-suclari/
Monster Force Zero,Bilim Kurgu Filmleri,7.4,3.7,2019,https://www.fullhdfilmizlesene.life/film/monster-force-zero/
Cagefighter,"Aksiyon Filmleri, Spor Filmleri",9.1,4.5,2020,https://www.fullhdfilmizlesene.life/film/cagefighter/
Counterintelligence,"Aksiyon Filmleri, Gerilim Filmleri, Komedi Filmleri",6.0,4.7,2020,https://www.fullhdfilmizlesene.life/film/counterintelligence/
The Wolf of Snow Hollow,"Gerilim Filmleri, Komedi Filmleri, Korku Filmleri",7.4,6.2,2020,https://www.fullhdfilmizlesene.life/film/the-wolf-of-snow-hollow/
On Halloween,Korku Filmleri,8.9,3.2,2020,https://www.fullhdfilmizlesene.life/film/on-halloween/
TKG: The Kids of Grove,Gerilim Filmleri,7.6,3.0,2020,https://www.fullhdfilmizlesene.life/film/tkg-the-kids-of-grove/
"Ölüler
The Dead Ones",Korku Filmleri,8.6,3.5,2019,https://www.fullhdfilmizlesene.life/film/oluler/
Russkiy Reyd,Aksiyon Filmleri,8.2,5.2,2020,https://www.fullhdfilmizlesene.life/film/russkiy-reyd/
Books of Blood,"Bilim Kurgu Filmleri, Dram Filmleri, Gizem Filmleri, Korku Filmleri",8.9,5.6,2020,https://www.fullhdfilmizlesene.life/film/books-of-blood/
Black Box,"Bilim Kurgu Filmleri, Gerilim Filmleri, Gizem Filmleri, Korku Filmleri",9.3,6.2,2020,https://www.fullhdfilmizlesene.life/film/black-box/
"Mukaddes Vazife
Das Boot","Dram Filmleri, Gerilim Filmleri, Macera Filmleri, Savaş Filmleri",8.5,8.4,1981,https://www.fullhdfilmizlesene.life/film/mukaddes-vazife/
The Glorias,"Biyografi Filmleri, Dram Filmleri, Tarih Filmleri",6.7,6.0,2020,https://www.fullhdfilmizlesene.life/film/the-glorias/
Trump vs the Illuminati,Animasyon Filmleri,8.3,2.1,2020,https://www.fullhdfilmizlesene.life/film/trump-vs-the-illuminati/
The Call,Korku Filmleri,7.7,4.2,2020,https://www.fullhdfilmizlesene.life/film/the-call/
"Apparence trompeuse
Between Earth and Sky","Dram Filmleri, Gerilim Filmleri, Gizem Filmleri, Korku Filmleri, Suç Filmleri",8.6,5.8,2018,https://www.fullhdfilmizlesene.life/film/apparence-trompeuse/
Petla,"Dram Filmleri, Suç Filmleri",8.0,3.5,2020,https://www.fullhdfilmizlesene.life/film/petla/
Shortcut,"Fantastik Filmler, Korku Filmleri, Macera Filmleri",8.2,4.1,2020,https://www.fullhdfilmizlesene.life/film/shortcut/
On the Rocks,"Dram Filmleri, Komedi Filmleri, Macera Filmleri",8.2,6.4,2020,https://www.fullhdfilmizlesene.life/film/on-the-rocks/
Hosts,Korku Filmleri,7.0,4.3,2020,https://www.fullhdfilmizlesene.life/film/hosts/
Solum,Gerilim Filmleri,8.4,3.9,2019,https://www.fullhdfilmizlesene.life/film/solum/
Archons,"Bilim Kurgu Filmleri, Gerilim Filmleri, Korku Filmleri",8.5,4.0,2018,https://www.fullhdfilmizlesene.life/film/archons/
"The Ninth
Deviyataya","Gizem Filmleri, Macera Filmleri, Suç Filmleri",9.5,5.4,2019,https://www.fullhdfilmizlesene.life/film/the-ninth/
"Adadaki Dehşet
Sweetheart","Gerilim Filmleri, Komedi Filmleri, Korku Filmleri, Romantik Filmler, Suç Filmleri",8.3,5.8,2019,https://www.fullhdfilmizlesene.life/film/adadaki-dehset/
King of Dallas,Dram Filmleri,7.8,,2024,https://www.fullhdfilmizlesene.life/film/king-of-dallas/
The Heiress and the Handyman,Romantik Filmler,8.0,5.0,2024,https://www.fullhdfilmizlesene.life/film/the-heiress-and-the-handyman/
Quadrant,"Bilim Kurgu Filmleri, Korku Filmleri",7.0,5.6,2024,https://www.fullhdfilmizlesene.life/film/quadrant/
The Apocalypse Box,"Gerilim Filmleri, Gizem Filmleri, Korku Filmleri",6.2,3.1,2024,https://www.fullhdfilmizlesene.life/film/the-apocalypse-box/
Cold Cross,Western Filmler,7.0,4.2,2023,https://www.fullhdfilmizlesene.life/film/cold-cross/
Verona,Dram Filmleri,7.4,6.0,2023,https://www.fullhdfilmizlesene.life/film/verona/
One Woman's Trash,Dram Filmleri,5.8,,2024,https://www.fullhdfilmizlesene.life/film/one-woman-s-trash/
The Lady of the Lake: The Legend of Lake Ronkonkoma,Gerilim Filmleri,6.2,8.2,2024,https://www.fullhdfilmizlesene.life/film/the-lady-of-the-lake-the-legend-of-lake-ronkonkoma/
Succubus,"Dram Filmleri, Gerilim Filmleri, Korku Filmleri",6.8,4.5,2024,https://www.fullhdfilmizlesene.life/film/succubus/
Shadows of Bigfoot,Korku Filmleri,6.4,5.7,2024,https://www.fullhdfilmizlesene.life/film/shadows-of-bigfoot/
Star Abyss,"Aksiyon Filmleri, Bilim Kurgu Filmleri, Gerilim Filmleri",5.0,4.0,2024,https://www.fullhdfilmizlesene.life/film/star-abyss/
Offworld,"Bilim Kurgu Filmleri, Dram Filmleri",6.2,3.8,2024,https://www.fullhdfilmizlesene.life/film/offworld/
Nyctophobia,Korku Filmleri,5.8,3.5,2024,https://www.fullhdfilmizlesene.life/film/nyctophobia/
I'm Not Alone,Gerilim Filmleri,5.0,5.6,2023,https://www.fullhdfilmizlesene.life/film/i-m-not-alone/
Reaptown,Korku Filmleri,6.7,3.6,2020,https://www.fullhdfilmizlesene.life/film/reaptown/
Souvenirs,Gerilim Filmleri,7.8,4.6,2020,https://www.fullhdfilmizlesene.life/film/souvenirs/
The Forty-Year-Old Version,"Dram Filmleri, Komedi Filmleri",8.3,7.2,2020,https://www.fullhdfilmizlesene.life/film/the-forty-year-old-version/
Clara,Bilim Kurgu Filmleri,9.1,6.7,2018,https://www.fullhdfilmizlesene.life/film/clara-2/
2067,Bilim Kurgu Filmleri,8.7,4.9,2020,https://www.fullhdfilmizlesene.life/film/2067/
The Fanatic,Gerilim Filmleri,7.6,4.1,2019,https://www.fullhdfilmizlesene.life/film/the-fanatic/
12 Hour Shift,"Gerilim Filmleri, Komedi Filmleri, Korku Filmleri",7.4,5.5,2020,https://www.fullhdfilmizlesene.life/film/12-hour-shift/
"Haydi Julie'yi Korkutalım
Let's Scare Julie","Gerilim Filmleri, Gizem Filmleri, Korku Filmleri",8.7,3.6,2020,https://www.fullhdfilmizlesene.life/film/haydi-julie-yi-korkutalim/
"Hangi Kadın
Who You Think I Am","Dram Filmleri, Romantik Filmler",8.1,6.8,2019,https://www.fullhdfilmizlesene.life/film/hangi-kadin/
"Bilim İnsanı
The Scientist",Korku Filmleri,8.5,2.9,2020,https://www.fullhdfilmizlesene.life/film/bilim-insani/
"Krallık
The Kingdom","Aksiyon Filmleri, Dram Filmleri, Gerilim Filmleri",8.9,7.0,2007,https://www.fullhdfilmizlesene.life/film/krallik/
Ölü Gelin,"Animasyon Filmleri, Dram Filmleri, Fantastik Filmler, Müzikal Filmler, Romantik Filmler",9.5,7.4,2005,https://www.fullhdfilmizlesene.life/film/olu-gelin/
"Sihirli Çaydanlık
The Brass Teapot","Fantastik Filmler, Gerilim Filmleri, Komedi Filmleri",8.7,6.3,2012,https://www.fullhdfilmizlesene.life/film/sihirli-caydanlik/
"Herkes Biliyor
Everybody Knows","Dram Filmleri, Gerilim Filmleri, Gizem Filmleri, Suç Filmleri",7.8,6.9,2018,https://www.fullhdfilmizlesene.life/film/herkes-biliyor/
"Şeytanın Kulesi
Tower Of Silence",Fantastik Filmler,7.4,2.4,2019,https://www.fullhdfilmizlesene.life/film/seytanin-kulesi/
Sinfidelity,Gerilim Filmleri,7.6,5.1,2020,https://www.fullhdfilmizlesene.life/film/sinfidelity/
"Hubie'nin Cadılar Bayramı
Hubie Halloween","Gizem Filmleri, Komedi Filmleri",8.7,5.2,2020,https://www.fullhdfilmizlesene.life/film/hubie-nin-cadilar-bayrami/
The Mortuary Collection,"Fantastik Filmler, Korku Filmleri",8.8,6.4,2019,https://www.fullhdfilmizlesene.life/film/the-mortuary-collection/
Schemers,"Dram Filmleri, Komedi Filmleri, Suç Filmleri, Tarih Filmleri",9.5,5.5,2019,https://www.fullhdfilmizlesene.life/film/schemers/
February's Dog,Dram Filmleri,7.0,9.1,2022,https://www.fullhdfilmizlesene.life/film/february-s-dog/
Bed of Nails,Korku Filmleri,6.0,5.3,2024,https://www.fullhdfilmizlesene.life/film/bed-of-nails/
Estación Rocafort,"Gizem Filmleri, Korku Filmleri",5.6,6.4,2024,https://www.fullhdfilmizlesene.life/film/estacion-rocafort/
Bad Genius,Gerilim Filmleri,7.8,6.5,2024,https://www.fullhdfilmizlesene.life/film/bad-genius/
Alien Hunt,Bilim Kurgu Filmleri,7.4,3.4,2024,https://www.fullhdfilmizlesene.life/film/alien-hunt/
"Zincirleme Ölüm
Kill Chain","Aksiyon Filmleri, Gerilim Filmleri",8.3,5.0,2019,https://www.fullhdfilmizlesene.life/film/zincirleme-olum/
Rojo,"Dram Filmleri, Gerilim Filmleri, Gizem Filmleri",6.9,6.4,2018,https://www.fullhdfilmizlesene.life/film/rojo/
"Karanlık Sırlar
A Tale of Two Sisters","Dram Filmleri, Gerilim Filmleri, Gizem Filmleri, Korku Filmleri",7.6,7.1,2003,https://www.fullhdfilmizlesene.life/film/karanlik-sirlar/
"Savaşın Çiçekleri
The Flowers Of War","Dram Filmleri, Romantik Filmler, Savaş Filmleri, Tarih Filmleri",9.2,7.5,2011,https://www.fullhdfilmizlesene.life/film/savasin-cicekleri/
Redwood Massacre: Annihilation,"Komedi Filmleri, Korku Filmleri",7.7,4.2,2020,https://www.fullhdfilmizlesene.life/film/redwood-massacre-annihilation/
"Yetimhane
The Orphanage","Dram Filmleri, Fantastik Filmler, Gerilim Filmleri, Gizem Filmleri, Korku Filmleri",9.1,7.4,2007,https://www.fullhdfilmizlesene.life/film/yetimhane/
"İzlanda En İyisidir
Iceland is Best",Dram Filmleri,7.5,3.7,2020,https://www.fullhdfilmizlesene.life/film/izlanda-en-iyisidir/
Killer Ransom,Gerilim Filmleri,7.0,4.3,2020,https://www.fullhdfilmizlesene.life/film/killer-ransom/
"Son Şeytan Kovucu
The Last Exorcist",Gerilim Filmleri,7.5,2.8,2020,https://www.fullhdfilmizlesene.life/film/son-seytan-kovucu/
Ratu Ilmu Hitam,"Gerilim Filmleri, Gizem Filmleri, Korku Filmleri",8.4,6.5,2019,https://www.fullhdfilmizlesene.life/film/ratu-ilmu-hitam/
"İyiliğin Bedeli
No Good Deed",Gerilim Filmleri,8.1,5.3,2020,https://www.fullhdfilmizlesene.life/film/iyiligin-bedeli/
Ghost Killers vs. Bloody Mary,"Komedi Filmleri, Korku Filmleri",9.0,5.6,2018,https://www.fullhdfilmizlesene.life/film/ghost-killers-vs-bloody-mary/
"Genç Ölürüz
We Die Young","Aksiyon Filmleri, Dram Filmleri, Gerilim Filmleri, Suç Filmleri",8.5,5.2,2019,https://www.fullhdfilmizlesene.life/film/genc-oluruz/
"Gitmesine İzin Verme
Don't Let Go","Dram Filmleri, Fantastik Filmler, Gerilim Filmleri, Gizem Filmleri, Korku Filmleri",9.0,6.4,2019,https://www.fullhdfilmizlesene.life/film/gitmesine-izin-verme/
"Don't Look Back
Good Samaritan","Gerilim Filmleri, Gizem Filmleri, Korku Filmleri",7.4,4.0,2020,https://www.fullhdfilmizlesene.life/film/don-t-look-back/
The Surrogate,Gerilim Filmleri,7.9,5.1,2020,https://www.fullhdfilmizlesene.life/film/the-surrogate/
"Babalık Testi
You've Got This","Komedi Filmleri, Romantik Filmler",8.4,5.9,2020,https://www.fullhdfilmizlesene.life/film/babalik-testi/
Bullets of Justice,"Aksiyon Filmleri, Bilim Kurgu Filmleri, Korku Filmleri",8.3,4.5,2019,https://www.fullhdfilmizlesene.life/film/bullets-of-justice/
"Muson
Monsoon","Dram Filmleri, Romantik Filmler",7.5,6.0,2019,https://www.fullhdfilmizlesene.life/film/muson/
"Lanetli Bağlar
Il Legame","Dram Filmleri, Gerilim Filmleri, Korku Filmleri",8.1,4.8,2020,https://www.fullhdfilmizlesene.life/film/lanetli-baglar/
LX 2048,"Bilim Kurgu Filmleri, Dram Filmleri",7.3,4.9,2020,https://www.fullhdfilmizlesene.life/film/lx-2048/
Blue Ridge,"Aksiyon Filmleri, Dram Filmleri, Gizem Filmleri, Suç Filmleri",8.3,5.4,2020,https://www.fullhdfilmizlesene.life/film/blue-ridge/
"Mutlu Yıllar
Fete de famille","Aile Filmleri, Dram Filmleri, Komedi Filmleri",8.3,6.0,2019,https://www.fullhdfilmizlesene.life/film/mutlu-yillar-2/
Madea'nın Cadılar Bayramı,"Dram Filmleri, Komedi Filmleri, Korku Filmleri",9.1,4.0,2017,https://www.fullhdfilmizlesene.life/film/madea-nin-cadilar-bayrami/
The Boys in the Band,Dram Filmleri,9.2,6.8,2020,https://www.fullhdfilmizlesene.life/film/the-boys-in-the-band/
"Kayıp Koca
The Lost Husband",Romantik Filmler,8.4,6.1,2020,https://www.fullhdfilmizlesene.life/film/kayip-koca/
Pistolet,"Aksiyon Filmleri, Dram Filmleri",7.8,2.0,2020,https://www.fullhdfilmizlesene.life/film/pistolet/
Deliver Us From Evil,"Aksiyon Filmleri, Gerilim Filmleri, Suç Filmleri",9.4,6.8,2020,https://www.fullhdfilmizlesene.life/film/deliver-us-from-evil/
Sleeping in Plastic,"Dram Filmleri, Gerilim Filmleri, Suç Filmleri",8.3,4.8,2019,https://www.fullhdfilmizlesene.life/film/sleeping-in-plastic/
"Büyük Hayaller
The High Note","Dram Filmleri, Romantik Filmler",9.2,6.4,2020,https://www.fullhdfilmizlesene.life/film/buyuk-hayaller/
Proxima,"Aksiyon Filmleri, Dram Filmleri",7.8,6.3,2019,https://www.fullhdfilmizlesene.life/film/proxima/
"Checkmate
Bystander",Gerilim Filmleri,8.5,3.5,2019,https://www.fullhdfilmizlesene.life/film/checkmate/
"Soğuk Ölüm
Whiteout","Aksiyon Filmleri, Gerilim Filmleri, Gizem Filmleri, Korku Filmleri, Suç Filmleri",8.5,5.5,2009,https://www.fullhdfilmizlesene.life/film/soguk-olum/
Bigfoot: Path of the Beast,Korku Filmleri,7.5,2.7,2020,https://www.fullhdfilmizlesene.life/film/bigfoot-path-of-the-beast/
"Cinayet Gecesi
Fracture","Dram Filmleri, Gerilim Filmleri, Suç Filmleri",8.7,7.2,2007,https://www.fullhdfilmizlesene.life/film/cinayet-gecesi/
"Karanlık Sular
Dark Water","Dram Filmleri, Gerilim Filmleri, Gizem Filmleri, Korku Filmleri",7.6,6.7,2002,https://www.fullhdfilmizlesene.life/film/karanlik-sular-3/
"Bugün Aslında Dündü
Groundhog Day","Fantastik Filmler, Komedi Filmleri, Romantik Filmler",9.2,8.0,1993,https://www.fullhdfilmizlesene.life/film/bugun-aslinda-dundu-fh1/
Between the Temples,Komedi Filmleri,7.0,6.6,2024,https://www.fullhdfilmizlesene.life/film/between-the-temples-1/
The Thicket,"Dram Filmleri, Suç Filmleri, Western Filmler",8.0,5.7,2024,https://www.fullhdfilmizlesene.life/film/the-thicket/
200% Wolf,"Aksiyon Filmleri, Animasyon Filmleri, Macera Filmleri",6.2,5.0,2024,https://www.fullhdfilmizlesene.life/film/200-wolf/
The Shade,"Dram Filmleri, Korku Filmleri",8.0,5.3,2023,https://www.fullhdfilmizlesene.life/film/the-shade/
The Critic,"Dram Filmleri, Gizem Filmleri, Suç Filmleri",5.8,6.3,2023,https://www.fullhdfilmizlesene.life/film/the-critic/
My Old Ass,Komedi Filmleri,7.8,7.5,2024,https://www.fullhdfilmizlesene.life/film/my-old-ass-1/
Une affaire de principe,"Dram Filmleri, Gerilim Filmleri",6.4,6.4,2024,https://www.fullhdfilmizlesene.life/film/une-affaire-de-principe/
Volveréis,"Dram Filmleri, Komedi Filmleri",5.2,6.9,2024,https://www.fullhdfilmizlesene.life/film/volvereis/
"Mickey's Mouse Trap
Mickey Mouse'ın Tuzağı","Gerilim Filmleri, Komedi Filmleri, Korku Filmleri",6.2,2.5,2024,https://www.fullhdfilmizlesene.life/film/mickey-s-mouse-trap/
Ribolbeo,"Aksiyon Filmleri, Dram Filmleri, Suç Filmleri",7.8,5.4,2024,https://www.fullhdfilmizlesene.life/film/ribolbeo/
Haunted Heart,"Gerilim Filmleri, Romantik Filmler",5.6,5.2,2024,https://www.fullhdfilmizlesene.life/film/haunted-heart/
La nuit se traîne,"Aksiyon Filmleri, Gerilim Filmleri",5.8,7.3,2024,https://www.fullhdfilmizlesene.life/film/la-nuit-se-traine/
Bittertooth,"Korku Filmleri, Suç Filmleri",6.8,5.0,2023,https://www.fullhdfilmizlesene.life/film/bittertooth/
13th Summer,Gerilim Filmleri,6.0,5.0,2024,https://www.fullhdfilmizlesene.life/film/13th-summer/
"Sefiller
Les Miserables","Dram Filmleri, Müzikal Filmler, Romantik Filmler, Savaş Filmleri, Tarih Filmleri",8.7,7.5,2012,https://www.fullhdfilmizlesene.life/film/sefiller/
Kediler ve Köpekler 3: Pati Birliği,"Aile Filmleri, Aksiyon Filmleri, Fantastik Filmler, Komedi Filmleri",9.6,3.8,2020,https://www.fullhdfilmizlesene.life/film/kediler-ve-kopekler-3-pati-birligi/
"Kızımı Kurtarın
Gone Baby Gone","Dram Filmleri, Gerilim Filmleri, Gizem Filmleri, Suç Filmleri",9.1,7.6,2007,https://www.fullhdfilmizlesene.life/film/kizimi-kurtarin/
Vedaa,"Aksiyon Filmleri, Dram Filmleri, Gerilim Filmleri",6.8,6.6,2024,https://www.fullhdfilmizlesene.life/film/vedaa/
Watchmen: Chapter I,"Aksiyon Filmleri, Animasyon Filmleri, Dram Filmleri",8.0,7.1,2024,https://www.fullhdfilmizlesene.life/film/watchmen-chapter-i/
The Duel,"Dram Filmleri, Komedi Filmleri",6.6,4.3,2023,https://www.fullhdfilmizlesene.life/film/the-duel/
The Instigators,"Aksiyon Filmleri, Komedi Filmleri, Suç Filmleri",7.8,6.2,2024,https://www.fullhdfilmizlesene.life/film/the-instigators/
The Clean Up Crew,"Aksiyon Filmleri, Gerilim Filmleri, Suç Filmleri",6.2,4.3,2024,https://www.fullhdfilmizlesene.life/film/the-clean-up-crew/
Taken from Rio Bravo,"Aksiyon Filmleri, Western Filmler",5.6,2.9,2024,https://www.fullhdfilmizlesene.life/film/taken-from-rio-bravo/
Greedy People,"Komedi Filmleri, Suç Filmleri",5.2,6.2,2024,https://www.fullhdfilmizlesene.life/film/greedy-people-1/
I Heart Robots,"Aksiyon Filmleri, Macera Filmleri",5.6,4.6,2024,https://www.fullhdfilmizlesene.life/film/i-heart-robots/
Ronggeng Kematian,Korku Filmleri,6.2,5.5,2024,https://www.fullhdfilmizlesene.life/film/ronggeng-kematian/
Badarawuhi di Desa Penari,"Gerilim Filmleri, Gizem Filmleri, Korku Filmleri",7.4,5.7,2024,https://www.fullhdfilmizlesene.life/film/badarawuhi-di-desa-penari/
Hoi gwaan zin sin,"Aksiyon Filmleri, Dram Filmleri, Gerilim Filmleri",6.6,5.6,2024,https://www.fullhdfilmizlesene.life/film/hoi-gwaan-zin-sin/
Chief of Station,"Aksiyon Filmleri, Gerilim Filmleri",5.0,4.7,2024,https://www.fullhdfilmizlesene.life/film/chief-of-station/
Buddy,"Aksiyon Filmleri, Bilim Kurgu Filmleri, Macera Filmleri",5.4,3.5,2024,https://www.fullhdfilmizlesene.life/film/buddy/
Body Parts,Korku Filmleri,7.2,5.8,2023,https://www.fullhdfilmizlesene.life/film/body-parts/
Best Geezer,"Dram Filmleri, Komedi Filmleri",5.8,6.2,2023,https://www.fullhdfilmizlesene.life/film/best-geezer/
"Blood, Beach, Betrayal",Gerilim Filmleri,6.0,6.0,2024,https://www.fullhdfilmizlesene.life/film/blood-beach-betrayal/
Art of Eight Limbs,"Aksiyon Filmleri, Gerilim Filmleri",7.6,3.8,2024,https://www.fullhdfilmizlesene.life/film/art-of-eight-limbs/
Auron Mein Kahan Dum Tha,"Aksiyon Filmleri, Dram Filmleri, Suç Filmleri",5.0,7.2,2024,https://www.fullhdfilmizlesene.life/film/auron-mein-kahan-dum-tha/
AMFAD All My Friends Are Dead,"Gerilim Filmleri, Gizem Filmleri, Korku Filmleri",7.0,4.3,2024,https://www.fullhdfilmizlesene.life/film/amfad-all-my-friends-are-dead/
Alien Weekend,Bilim Kurgu Filmleri,7.6,6.9,2024,https://www.fullhdfilmizlesene.life/film/alien-weekend/
A Stranger in the Woods,"Dram Filmleri, Gizem Filmleri, Korku Filmleri",7.0,3.9,2024,https://www.fullhdfilmizlesene.life/film/a-stranger-in-the-woods/
A Reel Heist,"Aksiyon Filmleri, Komedi Filmleri, Suç Filmleri",6.2,5.0,2024,https://www.fullhdfilmizlesene.life/film/a-reel-heist/
60 Miles North,"Dram Filmleri, Komedi Filmleri",8.0,8.9,2024,https://www.fullhdfilmizlesene.life/film/60-miles-north/
"Melankolik
Melancholic","Dram Filmleri, Suç Filmleri",8.0,6.5,2018,https://www.fullhdfilmizlesene.life/film/melankolik/
